ID_OCU,AÑO_REG,CVE,DES,CAT,CAT_DES
2023.061,2023,061,Trabajadores en actividades agrícolas y ganaderas,1,Agricultor
2023.062,2023,062,"Trabajadores en actividades pesqueras, forestales, caza y similares",1,Agricultor
2023.063,2023,063,Operadores de maquinaria agropecuaria y forestal,6,Operadores o conductores
2023.069,2023,069,"Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente",1,Agricultor
2023.071,2023,071,Trabajadores en la extracción y la edificación de construcciones,3,"Empleados, auxiliares o ayudantes"
2023.072,2023,072,Artesanos y trabajadores en el tratamiento y elaboración de productos de metal,2,Artesanos
2023.073,2023,073,"Artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel",2,Artesanos
2023.074,2023,074,"Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas",2,Artesanos
2023.075,2023,075,"Trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco",3,"Empleados, auxiliares o ayudantes"
2023.076,2023,076,"Artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares",2,Artesanos
2023.079,2023,079,Otros trabajadores artesanales no clasificados anteriormente,2,Artesanos
2023.081,2023,081,Operadores de instalaciones y maquinaria industrial,6,Operadores o conductores
2023.082,2023,082,"Ensambladores y montadores de herramientas, maquinaria, productos metálicos y electrónicos",6,Operadores o conductores
2023.083,2023,083,Conductores de transporte y de maquinaria móvil,6,Operadores o conductores
2023.089,2023,089,"Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente",6,Operadores o conductores
2023.091,2023,091,"Trabajadores de apoyo en actividades agropecuarias, forestales, pesca y caza",1,Agricultor
2023.092,2023,092,"Trabajadores de apoyo en la minería, construcción e industria",3,"Empleados, auxiliares o ayudantes"
2023.093,2023,093,"Ayudantes de conductores de transporte, conductores de transporte de tracción humana y animal y cargadores",3,"Empleados, auxiliares o ayudantes"
2023.094,2023,094,Ayudantes en la preparación de alimentos,3,"Empleados, auxiliares o ayudantes"
2023.095,2023,095,Vendedores ambulantes,5,Comerciantes
2023.096,2023,096,"Trabajadores domésticos, de limpieza, planchadores y otros trabajadores de limpieza",3,"Empleados, auxiliares o ayudantes"
2023.097,2023,097,"Trabajadores de paquetería, de apoyo para espectáculos, mensajeros y repartidores de mercancías",3,"Empleados, auxiliares o ayudantes"
2023.098,2023,098,"Otros trabajadores en actividades elementales y de apoyo, no clasificados anteriormente",3,"Empleados, auxiliares o ayudantes"
2023.099,2023,099,Ocupaciones no especificadas,9,No especificado
2023.100,2023,100,Busca trabajo,4,No trabajaba
2023.110,2023,110,No trabaja,4,No trabajaba
2023.997,2023,997,No aplica a menores de 5 años,10,No aplica
2023.998,2023,998,Ocupaciones insuficientemente especificadas,9,No especificado
2023.999,2023,999,No especificada,9,No especificado
